Sezon;Data;Gospodarz;Gość;Wynik;Rola;Przeciwnik;Zawodnik;Minuty;Gole;Karne;Żółte;Czerwone;Status;Wejście;Zejście
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(90) Kristián Kolčák;90;0;0;0;0;Cały mecz;0;0
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(15) Adam Mójta;90;0;0;0;0;Cały mecz;0;0
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(10) Marek Sokołowski;90;0;0;1;0;Cały mecz;0;0
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(11) Anton Sloboda;68;0;0;0;0;Zszedł;0;68
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(27) Adam Deja;22;0;0;0;0;Wszedł;68;0
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(6) Kōhei Katō;90;0;0;0;0;Cały mecz;0;0
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(7) Mateusz Możdżeń;85;0;0;0;0;Zszedł;0;85
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(9) Dariusz Kołodziej;5;0;0;0;0;Wszedł;85;0
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(14) Damian Chmiel;90;0;0;0;0;Cały mecz;0;0
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(23) Róbert Demjan;80;1;0;0;0;Zszedł;0;80
2015/2016;18 lipca 2015 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Zagłębie Lubin;(20) Mateusz Szczepaniak;10;0;0;0;0;Wszedł;80;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(83) Wojciech Kaczmarek;90;0;0;0;0;Cały mecz;0;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(25) Bartosz Jaroch;90;0;0;1;0;Cały mecz;0;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(3) Krystian Nowak;90;0;0;0;0;Cały mecz;0;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(90) Kristián Kolčák;90;0;0;0;0;Cały mecz;0;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(15) Adam Mójta;46;0;0;0;0;Zszedł;0;46
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(8) Jakub Kowalski;44;0;0;0;0;Wszedł;46;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(10) Marek Sokołowski;90;0;0;1;0;Cały mecz;0;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(27) Adam Deja;46;0;0;0;0;Zszedł;0;46
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(28) Lukáš Janič;44;0;0;0;0;Wszedł;46;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(6) Kōhei Katō;90;0;0;0;0;Cały mecz;0;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(7) Mateusz Możdżeń;66;0;0;0;0;Zszedł;0;66
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(20) Mateusz Szczepaniak;24;0;0;0;0;Wszedł;66;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(14) Damian Chmiel;90;0;0;0;0;Cały mecz;0;0
2015/2016;26 lipca 2015 18:00;Legia Warszawa;Podbeskidzie Bielsko-Biała;5 - 0;Gość;Legia Warszawa;(23) Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(83) Wojciech Kaczmarek;90;0;0;0;1;Cały mecz;0;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(10) Marek Sokołowski;90;0;0;1;0;Cały mecz;0;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(3) Krystian Nowak;90;0;0;0;0;Cały mecz;0;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(90) Kristián Kolčák;90;0;0;0;0;Cały mecz;0;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(5) Frank Adu Kwame;90;0;0;0;0;Cały mecz;0;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(8) Jakub Kowalski;90;0;0;1;0;Cały mecz;0;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(6) Kōhei Katō;90;0;0;0;0;Cały mecz;0;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(92) Celestine Lazarus;67;0;0;0;0;Zszedł;0;67
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(28) Lukáš Janič;23;0;0;0;0;Wszedł;67;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(7) Mateusz Możdżeń;34;0;0;0;0;Zszedł;0;34
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(1) Emilijus Zubas;56;0;0;0;0;Wszedł;34;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(14) Damian Chmiel;75;0;0;0;0;Zszedł;0;75
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(77) Maciej Korzym;15;0;0;0;0;Wszedł;75;0
2015/2016;1 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Cracovia;0 - 1;Gospodarz;Cracovia;(23) Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(1) Emilijus Zubas;90;0;0;0;0;Cały mecz;0;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(25) Bartosz Jaroch;90;0;0;0;0;Cały mecz;0;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(3) Krystian Nowak;90;0;0;0;0;Cały mecz;0;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(90) Kristián Kolčák;90;0;0;1;0;Cały mecz;0;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(5) Frank Adu Kwame;90;0;0;1;0;Cały mecz;0;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(8) Jakub Kowalski;77;0;0;0;0;Zszedł;0;77
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(22) Mateusz Janeczko;13;0;0;0;0;Wszedł;77;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(6) Kōhei Katō;90;0;0;1;0;Cały mecz;0;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(27) Adam Deja;67;0;0;0;0;Zszedł;0;67
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(77) Maciej Korzym;23;0;0;0;0;Wszedł;67;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(20) Mateusz Szczepaniak;90;1;0;0;0;Cały mecz;0;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(14) Damian Chmiel;78;0;0;1;0;Zszedł;0;78
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(10) Marek Sokołowski;12;0;0;1;0;Wszedł;78;0
2015/2016;10 sierpnia 2015 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Ruch Chorzów;(23) Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(1) Emilijus Zubas;90;0;0;0;0;Cały mecz;0;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(25) Bartosz Jaroch;73;0;0;0;0;Zszedł;0;73
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(17) Kamil Jonkisz;17;0;0;0;0;Wszedł;73;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(3) Krystian Nowak;90;0;0;0;0;Cały mecz;0;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(90) Kristián Kolčák;90;0;0;0;0;Cały mecz;0;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(5) Frank Adu Kwame;90;0;0;0;0;Cały mecz;0;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(8) Jakub Kowalski;90;0;0;0;0;Cały mecz;0;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(27) Adam Deja;90;0;0;0;0;Cały mecz;0;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(6) Kōhei Katō;46;0;0;0;0;Zszedł;0;46
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(28) Lukáš Janič;44;0;0;0;0;Wszedł;46;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(20) Mateusz Szczepaniak;90;1;0;0;0;Cały mecz;0;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(93) Fabian Hiszpański;37;0;0;0;0;Zszedł;0;37
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(14) Damian Chmiel;53;1;0;0;0;Wszedł;37;0
2015/2016;17 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Pogoń Szczecin;2 - 3;Gospodarz;Pogoń Szczecin;(23) Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(1) Emilijus Zubas;90;0;0;0;0;Cały mecz;0;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(10) Marek Sokołowski;90;1;1;0;0;Cały mecz;0;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(3) Krystian Nowak;90;0;0;0;0;Cały mecz;0;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(90) Kristián Kolčák;90;0;0;0;0;Cały mecz;0;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(5) Frank Adu Kwame;90;0;0;1;0;Cały mecz;0;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(8) Jakub Kowalski;84;0;0;0;0;Zszedł;0;84
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(93) Fabian Hiszpański;6;0;0;0;0;Wszedł;84;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(27) Adam Deja;90;0;0;0;0;Cały mecz;0;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(6) Kōhei Katō;46;0;0;0;0;Zszedł;0;46
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(23) Róbert Demjan;44;0;0;0;0;Wszedł;46;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(28) Lukáš Janič;76;0;0;1;0;Zszedł;0;76
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(9) Dariusz Kołodziej;14;0;0;1;0;Wszedł;76;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(14) Damian Chmiel;90;0;0;0;0;Cały mecz;0;0
2015/2016;22 sierpnia 2015 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Śląsk Wrocław;(20) Mateusz Szczepaniak;90;0;0;0;0;Cały mecz;0;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(1) Emilijus Zubas;90;0;0;0;0;Cały mecz;0;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(10) Marek Sokołowski;90;0;0;1;0;Cały mecz;0;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(3) Krystian Nowak;90;0;0;0;0;Cały mecz;0;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(90) Kristián Kolčák;90;0;0;1;0;Cały mecz;0;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(15) Adam Mójta;90;0;0;0;0;Cały mecz;0;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(14) Damian Chmiel;90;0;0;0;0;Cały mecz;0;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(7) Mateusz Możdżeń;61;0;0;0;0;Zszedł;0;61
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(9) Dariusz Kołodziej;29;0;0;0;0;Wszedł;61;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(6) Kōhei Katō;77;0;0;1;0;Zszedł;0;77
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(32) Adam Pazio;13;0;0;1;0;Wszedł;77;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(20) Mateusz Szczepaniak;90;0;0;0;0;Cały mecz;0;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(5) Frank Adu Kwame;73;1;0;0;0;Zszedł;0;73
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(8) Jakub Kowalski;17;0;0;0;0;Wszedł;73;0
2015/2016;28 sierpnia 2015 18:00;Podbeskidzie Bielsko-Biała;Lechia Gdańsk;1 - 1;Gospodarz;Lechia Gdańsk;(23) Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(1) Emilijus Zubas;90;0;0;0;0;Cały mecz;0;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(32) Adam Pazio;90;0;0;0;0;Cały mecz;0;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(3) Krystian Nowak;90;0;0;0;0;Cały mecz;0;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(4) Gracjan Horoszkiewicz;90;0;0;0;0;Cały mecz;0;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(15) Adam Mójta;90;0;0;1;0;Cały mecz;0;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(14) Damian Chmiel;10;0;0;0;0;Zszedł;0;10
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(8) Jakub Kowalski;80;0;0;0;0;Wszedł;10;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(7) Mateusz Możdżeń;90;0;0;1;0;Cały mecz;0;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(6) Kōhei Katō;90;0;0;1;0;Cały mecz;0;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(20) Mateusz Szczepaniak;90;1;0;0;0;Cały mecz;0;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(5) Frank Adu Kwame;90;0;0;0;0;Zszedł;0;90
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(17) Kamil Jonkisz;0;0;0;0;0;Wszedł;90;0
2015/2016;12 września 2015 20:30;Lech Poznań;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Lech Poznań;(23) Róbert Demjan;90;0;0;0;0;Cały mecz;0;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(1) Emilijus Zubas;90;0;0;0;0;Cały mecz;0;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(32) Adam Pazio;90;0;0;0;0;Cały mecz;0;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(4) Gracjan Horoszkiewicz;90;0;0;0;0;Cały mecz;0;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(3) Krystian Nowak;90;0;0;0;0;Cały mecz;0;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(15) Adam Mójta;90;0;0;0;0;Cały mecz;0;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(10) Marek Sokołowski;46;0;0;0;0;Zszedł;0;46
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(8) Jakub Kowalski;44;0;0;0;0;Wszedł;46;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(6) Kōhei Katō;90;0;0;1;0;Cały mecz;0;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(7) Mateusz Możdżeń;46;0;0;1;0;Zszedł;0;46
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(28) Lukáš Janič;44;0;0;1;0;Wszedł;46;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(20) Mateusz Szczepaniak;90;0;0;0;0;Cały mecz;0;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(5) Frank Adu Kwame;90;0;0;0;0;Cały mecz;0;0
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(23) Róbert Demjan;62;0;0;0;0;Zszedł;0;62
2015/2016;19 września 2015 18:00;Podbeskidzie Bielsko-Biała;Wisła Kraków;0 - 6;Gospodarz;Wisła Kraków;(17) Kamil Jonkisz;28;0;0;0;0;Wszedł;62;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(1) Emilijus Zubas;90;0;0;1;0;Cały mecz;0;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(32) Adam Pazio;90;0;0;0;0;Cały mecz;0;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(3) Krystian Nowak;90;0;0;0;0;Cały mecz;0;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(90) Kristián Kolčák;90;0;0;1;0;Cały mecz;0;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(15) Adam Mójta;90;1;1;0;0;Cały mecz;0;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(8) Jakub Kowalski;87;0;0;0;0;Zszedł;0;87
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(93) Fabian Hiszpański;3;0;0;0;0;Wszedł;87;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(7) Mateusz Możdżeń;90;0;0;0;0;Cały mecz;0;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(10) Marek Sokołowski;90;0;0;0;0;Cały mecz;0;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(20) Mateusz Szczepaniak;90;1;0;1;0;Cały mecz;0;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(28) Lukáš Janič;67;0;0;0;0;Zszedł;0;67
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(27) Adam Deja;23;0;0;0;0;Wszedł;67;0
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(23) Róbert Demjan;82;0;0;1;0;Zszedł;0;82
2015/2016;26 września 2015 15:30;Górnik Łęczna;Podbeskidzie Bielsko-Biała;1 - 2;Gość;Górnik Łęczna;(9) Dariusz Kołodziej;8;0;0;1;0;Wszedł;82;0
2015/2016;3 października 2015 18:00;Korona Kielce;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Korona Kielce;(1) Emilijus Zubas;90;0;0;0;0;Cały mecz;0;0
